Date,DAX,SPGTCLNT,FTMIB,CAC40,AEX,STOXX
4/26/2022,13756.4,1577.17,23681.76,6414.57,695.57,441.1
4/25/2022,13924.17,1611.03,23908.55,6449.38,699.17,445.11
4/24/2022,,,,,,
4/23/2022,,,,,,
4/22/2022,14142.09,1622.29,24279.63,6581.42,717.26,453.31
4/21/2022,14502.41,1656.82,24805.62,6715.1,729.05,461.57
4/20/2022,14362.03,1732.99,24878.23,6624.91,725.61,460.1
4/19/2022,14153.46,1751.37,24624.41,6534.79,716.57,456.28
4/18/2022,,1729.35,,,,
4/17/2022,,,,,,
4/16/2022,,,,,,
4/15/2022,,1735.56,,,,459.82
4/14/2022,14163.85,1735.65,24862.35,6589.35,719.7,459.82
4/13/2022,14076.44,1749.43,24722.16,6542.14,718.07,456.78
4/12/2022,14124.95,1739.46,24667.27,6537.41,716.38,456.65
4/11/2022,14192.78,1756.42,24749.49,6555.81,714.74,458.26
4/10/2022,,,,,,
4/9/2022,,,,,,
4/8/2022,14283.67,1775.82,24819.15,6548.22,724.75,460.97
4/7/2022,14078.15,1793.78,24302.71,6461.68,716.53,455.02
4/6/2022,14151.69,1811.98,24447.36,6498.83,719.67,455.97
4/5/2022,14424.36,1845.29,24960.38,6645.51,736.02,463.07
4/4/2022,14518.16,1838.51,25175.86,6731.37,737.8,462.19
4/3/2022,,,,,,
4/2/2022,,,,,,
4/1/2022,14446.48,1806.65,25163.3,6684.31,728,458.34
3/31/2022,14414.75,1798.7,25021.26,6659.87,724.2,455.86
3/30/2022,14606.05,1789.29,25300.25,6741.59,733.88,460.19
3/29/2022,14820.33,1783.05,25307.98,6792.16,735.15,462.09
3/28/2022,14417.37,1754.43,24712.6,6589.11,720.36,454.17
3/27/2022,,,,,,
3/26/2022,,,,,,
3/25/2022,14305.76,1749.22,24558.74,6553.68,723.9,453.55
3/24/2022,14273.79,1767.69,24401.48,6555.77,720.85,453.07
3/23/2022,14283.65,1752.93,24298.66,6581.43,721.81,454.03
3/22/2022,14473.2,1772.28,24533.84,6659.41,728.27,458.65
3/21/2022,14326.97,1751.19,24294.71,6582.33,718.37,454.79
3/20/2022,,,,,,
3/19/2022,,,,,,
3/18/2022,14413.09,1762.14,24222.16,6620.24,716.36,454.6
3/17/2022,14388.06,1755.1,24123.58,6612.52,707.45,450.49
3/16/2022,14440.74,1719.88,24284.85,6588.64,703.52,448.45
3/15/2022,13917.27,1678.32,23499.86,6355,676.38,435.12
3/14/2022,13929.11,1670.26,23426.7,6369.94,674.3,436.35
3/13/2022,,,,,,
3/12/2022,,,,,,
3/11/2022,13628.11,1739.05,23041.2,6260.25,674.8,431.17
3/10/2022,13442.1,1749.94,22886.69,6207.2,671.85,427.12
3/9/2022,13847.93,1773.74,23889.49,6387.83,688.33,434.45
3/8/2022,12831.51,1752.7,22338.13,5962.96,656.74,415.01
3/7/2022,12834.65,1658.61,22160.28,5982.27,669.04,417.13
3/6/2022,,,,,,
3/5/2022,,,,,,
3/4/2022,13094.54,1614.08,22464.86,6061.66,671.73,421.78
3/3/2022,13698.4,1628.56,23958.83,6378.37,705.42,437.36
3/2/2022,14000.11,1673.87,24534.33,6498.02,721,446.33
3/1/2022,13904.85,1707.28,24363.56,6396.49,713.46,442.37
2/28/2022,14461.02,1731.69,25415.89,6658.83,729.72,453.11
2/27/2022,,,,,,
2/26/2022,,,,,,
2/25/2022,14567.23,1607.78,25773.03,6752.43,727.85,453.53
2/24/2022,14052.1,1550.41,24879.88,6521.05,708.55,438.96
2/23/2022,14631.36,1469.6,25955.08,6780.67,727.91,453.86
2/22/2022,14693,1476.96,26043.96,6787.6,731.96,455.12
2/21/2022,14731.12,1502.63,26050.03,6788.34,729.73,454.81
2/20/2022,,,,,,
2/19/2022,,,,,,
2/18/2022,15042.51,1512.67,26506.79,6929.63,744.89,460.81
2/17/2022,15267.63,1545.27,26669.27,6946.82,751.2,464.55
2/16/2022,15370.3,1556.44,26969.32,6964.98,758.92,467.77
2/15/2022,15412.71,1555.24,26967.98,6979.97,755.22,467.56
2/14/2022,15113.97,1489.26,26415.41,6852.2,747.89,460.96
2/13/2022,,,,,,
2/12/2022,,,,,,
2/11/2022,15425.12,1516.26,26966.1,7011.6,761.5,469.57
2/10/2022,15490.44,1548.76,27190.2,7101.55,762.65,472.35
2/9/2022,15482.01,1574.55,27128.99,7130.88,769.94,473.33
2/8/2022,15242.38,1513.81,26411.73,7028.41,755.79,465.34
2/7/2022,15206.64,1517.73,26328.93,7009.25,755.69,465.28
2/6/2022,,,,,,
2/5/2022,,,,,,
2/4/2022,15099.56,1524.4,26603.59,6951.38,747.17,462.15
2/3/2022,15368.47,1517.76,27088.96,7005.63,748.81,468.63
2/2/2022,15613.77,1551.86,27388.73,7115.27,765.56,477.01
2/1/2022,15619.39,1554.08,27224.89,7099.49,765.22,474.86
1/31/2022,15471.2,1550.33,26814.05,6999.2,755.2,468.88
1/30/2022,,,,,,
1/29/2022,,,,,,
1/28/2022,15318.95,1472.72,26565.41,6965.88,744.26,465.55
1/27/2022,15524.27,1473.11,26882.47,7023.8,753.79,470.33
1/26/2022,15459.39,1499.24,26619.25,6981.96,752.43,467.31
1/25/2022,15123.87,1480.79,26028.89,6837.96,739.86,459.59
1/24/2022,15011.13,1517.09,25972.9,6787.79,738.66,456.36
1/23/2022,,,,,,
1/22/2022,,,,,,
1/21/2022,15603.88,1535.19,27061.4,7068.59,763.7,474.44
1/20/2022,15912.33,1598.35,27570,7194.16,778.26,483.35
1/19/2022,15809.72,1572.92,27370.85,7172.98,772.56,480.9
1/18/2022,15772.56,1583.97,27483.28,7133.83,769.7,479.79
1/17/2022,15933.72,1621.66,27688.56,7201.64,781.32,484.51
1/16/2022,,,,,,
1/15/2022,,,,,,
1/14/2022,15883.24,1620.07,27543.96,7143,783.53,481.16
1/13/2022,16031.59,1640.5,27844.45,7201.14,791.33,486.05
1/12/2022,16010.32,1646.21,27714.26,7237.19,790.44,486.2
1/11/2022,15941.81,1636.88,27535.48,7183.38,782.35,483.08
1/10/2022,15768.27,1624.84,27353.71,7115.77,773.13,479.04
1/9/2022,,,,,,
1/8/2022,,,,,,
1/7/2022,15947.74,1634.75,27618.47,7219.48,788.43,486.25
1/6/2022,16052.03,1646.16,27655.69,7249.66,785.9,488.16
1/5/2022,16271.75,1687.03,28162.67,7376.37,800.75,494.35
1/4/2022,16152.61,1749.97,27954.84,7317.41,804.28,494.02
1/3/2022,16020.73,1773.73,27730.32,7217.22,803.31,489.99
1/2/2022,,,,,,
1/1/2022,,,,,,
12/31/2021,,1765.13,,7153.03,797.93,487.8
12/30/2021,15884.86,1763.68,27346.83,7173.23,800.25,488.71
12/29/2021,15852.25,1745.68,27344.25,7161.52,796.12,487.98
12/28/2021,15963.7,1751.75,27444.93,7181.11,800.95,488.5
12/27/2021,15835.25,1767.25,27231.2,7140.39,797.3,485.49
12/26/2021,,,,,,
12/25/2021,,,,,,
12/24/2021,,1770,,7086.58,790.48,482.51
12/23/2021,15756.31,1768.37,27016.22,7106.15,792.3,483.01
12/22/2021,15593.47,1762.99,26827.93,7051.67,782.08,478.36
12/21/2021,15447.44,1750.52,26653.3,6964.99,774.95,473.99
12/20/2021,15239.67,1703.81,26177.76,6870.1,763.03,467.35
12/19/2021,,,,,,
12/18/2021,,,,,,
12/17/2021,15531.69,1766.24,26611.41,6926.63,771.7,473.9
12/16/2021,15636.4,1771.91,26782.44,7005.07,781.59,476.56
12/15/2021,15476.35,1788.17,26666.08,6927.63,775.46,470.76
12/14/2021,15453.56,1774.01,26556.67,6895.31,775.75,469.56
12/13/2021,15621.72,1830.5,26551.02,6942.91,783,473.53
12/12/2021,,,,,,
12/11/2021,,,,,,
12/10/2021,15623.31,1837.1,26721.98,6991.68,788.01,475.56
12/9/2021,15639.26,1858.78,26817.38,7008.23,791.91,476.99
12/8/2021,15687.09,1901.04,26751.93,7014.57,797.72,477.36
12/7/2021,15813.94,1892.18,27137.98,7065.39,805.78,480.18
12/6/2021,15380.79,1834.34,26498.07,6865.78,778.43,468.71
12/5/2021,,,,,,
12/4/2021,,,,,,
12/3/2021,15169.98,1823.84,25938.52,6765.52,772.22,462.77
12/2/2021,15263.11,1878.19,26005.4,6795.75,778.8,465.44
12/1/2021,15472.67,1906.2,26371.92,6881.87,790.7,470.86
11/30/2021,15100.13,1939.05,25814.34,6721.16,777.39,462.96
11/29/2021,15280.86,1974.82,26041.55,6776.25,787.01,467.24
11/28/2021,,,,,,
11/27/2021,,,,,,
11/26/2021,15257.04,1959.17,25852.99,6739.73,781.63,464.05
11/25/2021,15917.98,2000.92,27098.83,7075.87,807.55,481.72
11/24/2021,15878.39,1975.22,27109.3,7042.23,802.96,479.69
11/23/2021,15937,1974.22,26939.4,7044.62,802.24,479.25
11/22/2021,16115.69,2007.86,27382.87,7105,815.34,485.46
11/21/2021,,,,,,
11/20/2021,,,,,,
11/19/2021,16159.97,2042.76,27337.46,7112.29,821.8,486.08
11/18/2021,16221.73,2010.63,27661.82,7141.98,825.06,487.7
11/17/2021,16251.13,2037.71,27824.94,7156.85,827.57,489.95
11/16/2021,16247.86,2050.94,27804.93,7152.6,826.5,489.27
11/15/2021,16148.64,2057.86,27868.13,7128.63,823.21,488.43
11/14/2021,,,,,,
11/13/2021,,,,,,
11/12/2021,16094.07,2074.09,27732.39,7091.4,820.3,486.75
11/11/2021,16083.11,2061.05,27633.2,7059.55,816.35,485.29
11/10/2021,16067.83,2014.36,27561,7045.16,814.63,483.76
11/9/2021,16040.47,2034.53,27441.27,7043.27,815.17,482.71
11/8/2021,16046.52,2047.88,27711.09,7047.48,817.59,483.61
11/7/2021,,,,,,
11/6/2021,,,,,,
11/5/2021,16054.36,2009.23,27795.93,7040.79,819.72,483.44
11/4/2021,16029.65,2034.15,27522.05,6987.79,820.38,483.21
11/3/2021,15959.98,2035.42,27377.87,6950.65,816.01,481.22
11/2/2021,15954.45,2094.39,27189.63,6927.03,812.29,479.53
11/1/2021,15806.29,2128.72,27206,6893.29,811.74,478.87
10/31/2021,,,,,,
10/30/2021,,,,,,
10/29/2021,15688.77,2088.51,26875.96,6830.34,810.91,475.51
10/28/2021,15696.33,2085.73,26890.35,6804.22,812.23,475.16
10/27/2021,15705.81,2024.32,26806.19,6753.52,815.29,474.04
10/26/2021,15757.06,1968.04,26970.95,6766.51,816.91,475.74
10/25/2021,15599.23,1974.29,26815.79,6712.87,813.02,472.21
10/24/2021,,,,,,
10/23/2021,,,,,,
10/22/2021,15542.98,1952.43,26571.73,6733.69,812.97,471.88
10/21/2021,15472.56,1968.49,26525.15,6686.17,807.64,469.71
10/20/2021,15522.92,1962.59,26581.77,6705.61,805.47,470.07
10/19/2021,15515.83,1950.19,26332.99,6669.85,802.49,468.58
10/18/2021,15474.47,1902.08,26268.62,6673.1,796.74,467.04
10/17/2021,,,,,,
10/16/2021,,,,,,
10/15/2021,15587.36,1893.77,26489.18,6727.52,800.41,469.39
10/14/2021,15462.72,1882.65,26277.57,6685.21,790.84,465.92
10/13/2021,15249.38,1884.11,25958.69,6597.38,777.52,460.39
10/12/2021,15146.87,1832.08,25990.02,6548.11,771.47,457.21
10/11/2021,15199.14,1777.69,25930.46,6570.54,773.79,457.53
10/10/2021,,,,,,
10/9/2021,,,,,,
10/8/2021,15206.13,1767.26,26051.01,6559.99,772.05,457.29
10/7/2021,15250.86,1783.91,25992.29,6600.19,777.18,458.57
10/6/2021,14973.33,1756.8,25605.73,6493.12,761.22,451.33
10/5/2021,15194.49,1757.97,25956.02,6576.28,771.19,456.03
10/4/2021,15036.55,1752.69,25460.8,6477.66,757.2,450.77
10/3/2021,,,,,,
10/2/2021,,,,,,
10/1/2021,15156.44,1798.56,25615.31,6517.69,766.69,452.9
9/30/2021,15260.69,1793.13,25683.81,6520.01,771.94,454.81
9/29/2021,15365.27,1801.51,25736.85,6560.8,775.84,455.03
9/28/2021,15248.56,1816.2,25573.25,6506.5,773.71,452.35
9/27/2021,15573.88,1854.4,26132.24,6650.91,788.67,462.42
9/26/2021,,,,,,
9/25/2021,,,,,,
9/24/2021,15531.75,1844.95,25968.84,6638.46,791.45,463.29
9/23/2021,15643.97,1878.84,26081.13,6701.98,800.61,467.5
9/22/2021,15506.74,1859.12,25717.46,6637,792.4,463.2
9/21/2021,15348.53,1835.09,25353.36,6552.73,786.31,458.68
9/20/2021,15132.06,1816.28,25048.26,6455.81,778.28,454.12
9/19/2021,,,,,,
9/18/2021,,,,,,
9/17/2021,15490.17,1852.84,25709.56,6570.19,789.49,461.84
9/16/2021,15651.75,1851.1,25963.93,6622.59,798.15,465.95
9/15/2021,15616,1864.58,25762.1,6583.62,794.19,463.91
9/14/2021,15722.99,1895.74,26027.07,6652.97,797.71,467.65
9/13/2021,15701.42,1900.14,25925.73,6676.93,791.45,467.69
9/12/2021,,,,,,
9/11/2021,,,,,,
9/10/2021,15609.81,1874.49,25686.47,6663.77,788.49,466.34
9/9/2021,15623.15,1898.14,25909.83,6684.72,787.17,467.57
9/8/2021,15610.28,1899.13,25876.89,6668.89,789,467.87
9/7/2021,15843.09,1935.1,26073.73,6726.07,794.73,472.87
9/6/2021,15932.12,1947.63,26263.43,6743.5,798.55,475.19
9/5/2021,,,,,,
9/4/2021,,,,,,
9/3/2021,15781.2,1954.48,26064.78,6689.99,789.55,471.93
9/2/2021,15840.59,1969.14,26233.38,6763.08,793.32,474.6
9/1/2021,15824.29,1948.43,26181.66,6758.69,790,473.12
8/31/2021,15835.09,1929.24,26009.29,6680.18,787.62,470.88
8/30/2021,15887.31,1932.09,26024.27,6687.3,789.14,472.68
8/29/2021,,,,,,
8/28/2021,,,,,,
8/27/2021,15851.75,1909.9,26006.63,6681.92,787.04,472.34
8/26/2021,15793.62,1901.22,25861.52,6666.03,780.31,470.34
8/25/2021,15860.66,1915.03,26060.27,6676.48,781.93,471.84
8/24/2021,15905.85,1915.05,26027.91,6664.31,783.15,471.79
8/23/2021,15852.79,1898.55,26046.03,6683.1,780.28,471.88
8/22/2021,,,,,,
8/21/2021,,,,,,
8/20/2021,15808.04,1873.83,25918.27,6626.11,771.41,468.8
8/19/2021,15765.81,1848.71,25928.78,6605.89,765.83,467.24
8/18/2021,15965.97,1855.22,26357.21,6770.11,771.48,474.42
8/17/2021,15921.95,1835.54,26224.79,6819.84,770.79,473.78
8/16/2021,15925.73,1855.32,26448.76,6838.77,769.78,473.45
8/15/2021,,,,,,
8/14/2021,,,,,,
8/13/2021,15977.44,1875.82,26652.56,6896.04,774.83,475.83
8/12/2021,15937.51,1882.51,26557.84,6882.47,775.24,474.84
8/11/2021,15826.09,1907.02,26457.06,6857.99,775.84,474.32
8/10/2021,15770.71,1922.31,26201.21,6820.21,775.12,472.32
8/9/2021,15745.41,1921,26139.43,6813.18,771.8,470.68
8/8/2021,,,,,,
8/7/2021,,,,,,
8/6/2021,15761.45,1894.97,26000.28,6816.96,767.82,469.97
8/5/2021,15744.67,1903.43,25665.55,6781.19,768.23,469.96
8/4/2021,15692.13,1915.95,25490.22,6746.23,766.24,468.22
8/3/2021,15555.08,1912.25,25356.15,6723.81,760.08,465.38
8/2/2021,15568.73,1883.62,25351.6,6675.9,758.22,464.45
8/1/2021,,,,,,
7/31/2021,,,,,,
7/30/2021,15544.39,1876,25363.02,6612.76,754.31,461.74
7/29/2021,15640.47,1882.26,25516.46,6633.77,758.08,463.84
7/28/2021,15570.36,1875.57,25261.67,6609.31,747.66,461.7
7/27/2021,15519.13,1834.65,25086.55,6531.92,737.24,458.65
7/26/2021,15618.98,1853.5,25296.4,6578.6,745.1,461.14
7/25/2021,,,,,,
7/24/2021,,,,,,
7/23/2021,15669.29,1863.01,25124.91,6568.82,749.42,461.51
7/22/2021,15514.54,1888.46,24805.21,6481.59,739.03,456.53
7/21/2021,15422.5,1879.71,24675.61,6464.48,733.74,453.97
7/20/2021,15216.27,1825.59,24107.33,6346.85,722.03,446.61
7/19/2021,15133.2,1811.15,23965.92,6295.97,721.09,444.29
7/18/2021,,,,,,
7/17/2021,,,,,,
7/16/2021,15540.31,1831.58,24792.78,6460.08,736.52,454.74
7/15/2021,15629.66,1841,24875.5,6493.36,739.42,456.2
7/14/2021,15788.98,1879.74,25194.33,6558.38,744.95,460.56
7/13/2021,15789.64,1923.95,25156.65,6558.47,742.86,460.96
7/12/2021,15790.51,1941.77,25283.2,6559.25,738.44,460.83
7/11/2021,,,,,,
7/10/2021,,,,,,
7/9/2021,15687.93,1917.33,25051.82,6529.42,732.15,457.67
7/8/2021,15420.64,1915.82,24641.47,6396.73,723.11,451.61
7/7/2021,15692.71,1947.55,25284.99,6527.72,737.64,459.53
7/6/2021,15511.38,1954.35,25227.92,6507.48,731.48,455.98
7/5/2021,15661.97,1939.3,25441.34,6567.54,733.99,458.36
7/4/2021,,,,,,
7/3/2021,,,,,,
7/2/2021,15650.09,1936.64,25282.41,6552.86,733.55,456.81
7/1/2021,15603.81,1945.08,25286.06,6553.82,731.33,455.63
6/30/2021,15531.04,1934.69,25102.04,6507.83,729.52,452.84
6/29/2021,15690.59,1965.11,25357.36,6567.43,734.19,456.37
6/28/2021,15554.18,1951.43,25227.1,6558.02,730.86,454.94
6/27/2021,,,,,,
6/26/2021,,,,,,
6/25/2021,15607.97,1907.36,25510.5,6622.87,733.14,457.63
6/24/2021,15589.23,1894.58,25422.22,6631.15,732.7,457.04
6/23/2021,15456.39,1887.23,25077.14,6551.07,725.05,453.1
6/22/2021,15636.33,1886.46,25315.57,6611.5,728.59,456.42
6/21/2021,15603.24,1866.34,25397.72,6602.54,723.77,455.23
6/20/2021,,,,,,
6/19/2021,,,,,,
6/18/2021,15448.04,1854.76,25218.16,6569.16,719.63,452.05
6/17/2021,15727.67,1880.03,25713.6,6666.26,734.89,459.33
6/16/2021,15710.57,1885.81,25767.54,6652.65,733.5,459.86
6/15/2021,15729.52,1859.93,25736.75,6639.52,730.98,458.81
6/14/2021,15673.64,1880.44,25757.83,6616.35,730.1,458.32
6/13/2021,,,,,,
6/12/2021,,,,,,
6/11/2021,15693.27,1857.58,25717.42,6600.66,728.48,457.51
6/10/2021,15571.22,1847.66,25638.19,6546.49,725.45,454.56
6/9/2021,15581.14,1844.8,25741.75,6563.45,722.71,454.44
6/8/2021,15640.6,1851.88,25809.16,6551.01,719.43,454.01
6/7/2021,15677.15,1841.64,25824.71,6543.56,718.61,453.56
6/6/2021,,,,,,
6/5/2021,,,,,,
6/4/2021,15692.9,1833.58,25570.46,6515.66,720.18,452.57
6/3/2021,15632.67,1821.34,25452.33,6507.92,717.08,450.79
6/2/2021,15602.71,1850.35,25379.69,6521.52,718.93,451.34
6/1/2021,15567.36,1878.84,25321.82,6489.4,715.94,450.1
5/31/2021,15421.13,1878.22,25170.55,6447.17,709.36,446.76
5/30/2021,,,,,,
5/29/2021,,,,,,
5/28/2021,15519.98,1881.18,25169.39,6484.11,713.28,448.98
5/27/2021,15406.73,1869.8,25056.19,6435.71,708.36,446.44
5/26/2021,15450.72,1876.54,24778.04,6391.6,711.17,445.22
5/25/2021,15465.09,1853.52,24892.9,6390.27,712.25,445.2
5/24/2021,,1853.1,24891.24,6408.49,710.46,445.07
5/23/2021,,,,,,
5/22/2021,,,,,,
5/21/2021,15437.51,1856.67,24975,6386.41,706.96,444.44
5/20/2021,15370.26,1843.61,24702.11,6343.58,704.09,441.9
5/19/2021,15113.56,1800.1,24486.69,6262.55,693.72,436.34
5/18/2021,15386.58,1793.58,24880.45,6353.67,705.01,443.04
5/17/2021,15396.62,1754.46,24862.68,6367.35,703.22,442.29
5/16/2021,,,,,,
5/15/2021,,,,,,
5/14/2021,15416.64,1762.09,24766.09,6385.14,703.33,442.53
5/13/2021,15199.68,1710.58,24486.01,6288.33,694.22,437.32
5/12/2021,15150.22,1712.62,24452.93,6279.35,694.76,437.93
5/11/2021,15119.75,1755.94,24396.01,6267.39,695.94,436.61
5/10/2021,15400.41,1766.95,24802.9,6385.99,711.91,445.39
5/9/2021,,,,,,
5/8/2021,,,,,,
5/7/2021,15399.65,1810.66,24612.04,6385.51,718.41,444.93
5/6/2021,15196.74,1777.31,24495.07,6357.09,712.46,441.02
5/5/2021,15170.78,1807.9,24463.89,6339.47,714.14,441.55
5/4/2021,14856.48,1802.84,23977.53,6251.75,696.98,433.65
5/3/2021,15236.47,1886.25,24419.97,6307.9,712.13,439.92
5/2/2021,,,,,,
5/1/2021,,,,,,
4/30/2021,15135.91,1906.76,24141.16,6269.48,707.56,437.39
4/29/2021,15154.2,1938.78,24278.2,6302.57,710.47,438.77
4/28/2021,15292.18,1972.21,24459.57,6306.98,711.84,439.92
4/27/2021,15249.27,2010.53,24473.06,6273.76,712.22,439.85
4/26/2021,15296.34,2018.99,24513.84,6275.52,715.46,440.2
4/25/2021,,,,,,
4/24/2021,,,,,,
4/23/2021,15279.62,2002.42,24386.09,6257.94,715.77,439.04
4/22/2021,15320.52,1975.07,24398.41,6267.28,712.94,439.63
4/21/2021,15195.97,1917.23,24161.38,6210.55,709.36,436.64
4/20/2021,15129.51,1895.22,24088.65,6165.11,700.19,433.8
4/19/2021,15368.39,1907.43,24691.46,6296.69,711.94,442.18
4/18/2021,,,,,,
4/17/2021,,,,,,
4/16/2021,15459.75,1949.76,24744.38,6287.07,716.8,442.49
4/15/2021,15255.33,1901.25,24528.69,6234.14,713.8,438.55
4/14/2021,15209.15,1927.6,24574.74,6208.58,712.55,436.57
4/13/2021,15234.36,1919.59,24600.35,6184.1,708.6,435.75
4/12/2021,15215,1888.93,24457.18,6161.68,707.35,435.24
4/11/2021,,,,,,
4/10/2021,,,,,,
4/9/2021,15234.16,1921.71,24429.41,6169.41,713.36,437.23
4/8/2021,15202.68,1921.39,24576.51,6165.72,713.38,436.86
4/7/2021,15176.36,1908.34,24740.73,6130.66,710.08,434.32
4/6/2021,15212.68,1957.36,24761.12,6131.34,713.28,435.26
4/5/2021,,1946.69,,,,
4/4/2021,,,,,,
4/3/2021,,,,,,
4/2/2021,,1994.38,,,,
4/1/2021,15107.17,1995.18,24710,6102.96,708.43,432.22
3/31/2021,15008.34,1977.75,24648.56,6067.23,699.85,429.6
3/30/2021,15008.61,1914.33,24636.39,6088.04,701.12,430.65
3/29/2021,14817.72,1839.7,24421.4,6015.51,697.94,427.61
3/28/2021,,,,,,
3/27/2021,,,,,,
3/26/2021,14748.94,1879.69,24393.26,5988.81,696.62,426.93
3/25/2021,14621.36,1837.94,24218.55,5952.41,685.33,423.08
3/24/2021,14610.39,1850.82,24208.66,5947.29,686.13,423.39
3/23/2021,14662.02,1930.73,24113.86,5945.3,681.74,423.31
3/22/2021,14657.21,1957.82,24262.84,5968.48,684.21,424.17
3/21/2021,,,,,,
3/20/2021,,,,,,
3/19/2021,14621,1921.18,24199.42,5997.96,681.7,423.35
3/18/2021,14775.52,1902.22,24360.49,6062.79,682.39,426.59
3/17/2021,14596.61,1969.46,24281.05,6054.82,680.71,424.91
3/16/2021,14557.58,2041.68,24261.12,6055.43,683.65,426.82
3/15/2021,14461.42,2074.8,24139.45,6035.97,678.8,423.08
3/14/2021,,,,,,
3/13/2021,,,,,,
3/12/2021,14502.39,2088.23,24113.22,6046.55,677.41,423.08
3/11/2021,14569.39,2097.42,24121.37,6033.76,683.71,424.17
3/10/2021,14540.25,1978.47,23925.96,5990.55,678.03,422.11
3/9/2021,14437.94,1972.49,23816.5,5924.97,675.1,420.41
3/8/2021,14380.91,1844.69,23681.57,5902.99,665.65,417.25
3/7/2021,,,,,,
3/6/2021,,,,,,
3/5/2021,13920.69,1879.25,22965.63,5782.65,653.87,408.68
3/4/2021,14056.34,1941.04,23093.1,5830.65,657.67,411.91
3/3/2021,14080.03,2015.11,23046.77,5830.06,663.35,413.42
3/2/2021,14039.8,2141.25,23083.55,5809.73,663.26,413.23
3/1/2021,14012.82,2205.54,23264.86,5792.79,664.58,412.44
2/28/2021,,,,,,
2/27/2021,,,,,,
2/26/2021,13786.29,2122.2,22848.58,5703.22,651.26,404.99
2/25/2021,13879.33,2117.31,23063.55,5783.89,664.48,411.73
2/24/2021,13976,2189.83,23098.15,5797.98,664.54,413.21
2/23/2021,13864.81,2164.12,22939.38,5779.84,664.06,411.32
2/22/2021,13950.04,2204.01,23009.18,5767.44,671.75,413.06
2/21/2021,,,,,,
2/20/2021,,,,,,
2/19/2021,13993.23,2342.9,23136.31,5773.55,678.48,414.88
2/18/2021,13886.93,2300.46,22921.83,5728.33,672.81,412.7
2/17/2021,13909.27,2424.1,23178.56,5765.84,681.04,416.1
2/16/2021,14064.6,2469.28,23440.81,5786.53,687.43,419.2
2/15/2021,14109.48,2507.35,23604.31,5786.25,685.18,419.47
2/14/2021,,,,,,
2/13/2021,,,,,,
2/12/2021,14049.89,2495.91,23410.6,5703.67,676.83,414
2/11/2021,14040.91,2548.99,23307.24,5669.82,664.34,411.35
2/10/2021,13932.97,2539.79,23264.68,5670.8,657.23,409.47
2/9/2021,14011.8,2568.32,23300.49,5691.54,657.07,410.42
2/8/2021,14059.91,2587.72,23425.92,5686.03,656.39,410.78
2/7/2021,,,,,,
2/6/2021,,,,,,
2/5/2021,14056.72,2554.23,23083.42,5659.26,653.24,409.54
2/4/2021,14060.29,2535.88,22900.55,5608.54,654.38,409.54
2/3/2021,13933.63,2567.58,22527.9,5563.05,654.89,407.27
2/2/2021,13835.16,2524.52,22066.87,5563.11,652.87,405.92
2/1/2021,13622.02,2495.91,21825.51,5461.68,647.34,400.77
1/31/2021,,,,,,
1/30/2021,,,,,,
1/29/2021,13432.87,2450.08,21572.53,5399.21,637.11,395.85
1/28/2021,13665.93,2513.24,21916.5,5510.52,649,403.39
1/27/2021,13620.46,2498.65,21662.73,5459.62,647.92,402.98
1/26/2021,13870.99,2636.25,21987,5523.52,658.54,407.7
1/25/2021,13643.95,2659.58,21735.95,5472.36,658.24,405.13
1/24/2021,,,,,,
1/23/2021,,,,,,
1/22/2021,13873.97,2698.32,22088.36,5559.57,660.53,408.54
1/21/2021,13906.67,2664.11,22428.93,5590.79,663.88,410.89
1/20/2021,13921.37,2561.14,22650.78,5628.44,659.3,410.84
1/19/2021,13815.06,2579.38,22441.72,5598.61,651.28,407.92
1/18/2021,13848.35,2494.57,22498.89,5617.27,650.3,408.68
1/17/2021,,,,,,
1/16/2021,,,,,,
1/15/2021,13787.73,2504.61,22381.35,5611.69,651.73,407.85
1/14/2021,13988.7,2639.66,22637.72,5681.14,656.66,412
1/13/2021,13939.71,2660.84,22743.65,5662.67,644.38,409.07
1/12/2021,13925.06,2648.08,22646.07,5650.97,643.58,408.61
1/11/2021,13936.66,2618.77,22722.01,5662.43,642.42,408.41
1/10/2021,,,,,,
1/9/2021,,,,,,
1/8/2021,14049.53,2720.79,22793.94,5706.88,645.6,411.17
1/7/2021,13968.24,2692.75,22746.08,5669.85,637.41,408.49
1/6/2021,13891.97,2518.59,22734.32,5630.6,639.16,406.41
1/5/2021,13651.22,2390.04,22200.6,5564.6,633.62,400.94
1/4/2021,13726.74,2342.44,22315.87,5588.96,631.03,401.69
1/3/2021,,,,,,
1/2/2021,,,,,,
1/1/2021,,,,,,
